,short_name,nationality,club,age,wage_eur,value_eur,defending_standing_tackle,dribbling,movement_reactions,movement_reactions,attacking_short_passing,mentality_vision,value_pred
14080,L. Gavioli,Italy,Venezia FC,19,1000,525000,54,58.0,58,58,71,56,452450.0
14082,T. Svendsen,Norway,Molde FK,19,1000,475000,54,70.0,62,62,64,58,1083750.0
14083,C. Moya,Chile,Universidad de Chile,21,1000,450000,59,61.0,54,54,61,57,241725.0
14089,N. Holland,England,West Ham United,21,8000,475000,21,66.0,59,59,55,58,468525.0
14096,N. Strunck,Denmark,FC Groningen,19,1000,475000,55,64.0,61,61,63,61,456225.0
14101,A. Ciss,Senegal,Fortuna Sittard,19,1000,475000,61,63.0,58,58,66,52,446950.0
14102,M. Sopoćko,Poland,Lechia Gdańsk,20,1000,475000,48,61.0,52,52,68,62,451300.0
14104,G. Arib,France,Valenciennes FC,19,1000,450000,59,62.0,59,59,69,52,421025.0
14108,A. Lebeau,France,RC Strasbourg Alsace,19,3000,475000,54,62.0,53,53,63,61,415050.0
14109,R. Moldoveanu,Romania,Dinamo Bucureşti,20,1000,475000,16,61.0,54,54,57,62,319350.0
14111,D. Armstrong,Scotland,Ross County FC,21,1000,450000,26,66.0,49,49,50,44,260125.0
14115,J. Barrett,Republic of Ireland,Reading,21,3000,450000,46,64.0,57,57,60,58,231450.0
14117,A. Donkor,Germany,FC Carl Zeiss Jena,21,1000,450000,29,62.0,55,55,56,51,398300.0
14118,B. Fox,England,Burton Albion,21,1000,425000,62,58.0,49,49,67,50,394700.0
14119,L. Sherif,Guinea Bissau,Accrington Stanley,20,1000,425000,61,56.0,53,53,59,53,366450.0
14121,A. Cervantes,Mexico,Guadalajara,21,4000,425000,63,58.0,62,62,69,62,724550.0
14122,K. Taylor,England,Bournemouth,19,5000,425000,43,63.0,58,58,61,60,365525.0
14125,Tomás Reymão,Portugal,Boavista FC,20,1000,450000,49,63.0,63,63,65,63,483400.0
14128,A. Laurienté,France,Stade Rennais FC,20,5000,450000,38,66.0,59,59,61,59,436025.0
14136,A. Jonjic,Germany,1. FC Kaiserslautern,19,1000,425000,35,66.0,54,54,55,56,438875.0
14137,Dani García,Spain,Albacete BP,20,1000,450000,48,65.0,58,58,67,63,574600.0
14139,S. Straudi,Italy,SV Werder Bremen,20,3000,450000,53,64.0,61,61,62,55,444500.0
14142,J. Shaffelburg,Canada,Toronto FC,19,1000,425000,51,63.0,54,54,53,59,386200.0
14143,V. Tasar,Germany,Servette FC,22,2000,450000,28,64.0,50,50,59,55,436050.0
14150,Z. Westbrooke,England,Coventry City,22,2000,425000,51,59.0,54,54,67,63,384550.0
14153,B. Wilson,Australia,Perth Glory,22,1000,425000,62,65.0,57,57,65,56,449775.0
14155,D. Jaiyesimi,England,Swindon Town,21,2000,425000,26,61.0,53,53,54,57,382650.0
14156,S. McLoughlin,Republic of Ireland,AFC Wimbledon,22,1000,425000,46,63.0,50,50,62,60,385325.0
14160,D. Heymans,Belgium,Waasland-Beveren,20,2000,425000,53,63.0,57,57,64,60,395400.0
14164,M. Cortés,Colombia,Independiente Medellín,22,1000,425000,34,62.0,56,56,61,53,379425.0
14165,M. Kaasa,Norway,Odds BK,21,1000,425000,53,68.0,62,62,63,62,530125.0
14166,R. Macek,Czech Republic,FC Lugano,22,1000,425000,52,64.0,53,53,67,60,451975.0
14168,H. Ciftci,Turkey,FC Erzgebirge Aue,21,1000,425000,50,64.0,58,58,66,57,424900.0
14169,D. Urzúa,Chile,Curicó Unido,22,1000,425000,31,65.0,51,51,65,62,489250.0
14171,José Carlos,Spain,Málaga CF,20,1000,425000,56,67.0,62,62,66,52,561875.0
14172,M. van Kins,Netherlands,ADO Den Haag,20,1000,425000,42,64.0,55,55,62,63,438450.0
14173,A. Herzog,Germany,Borussia Mönchengladbach,21,3000,400000,61,61.0,57,57,68,48,420950.0
14179,N. Tarnat,Germany,Hannover 96,21,3000,400000,57,60.0,61,61,59,55,332650.0
14180,P. Vroegh,Netherlands,Vitesse,19,2000,425000,57,60.0,54,54,67,61,389400.0
14181,Bermejo,Spain,RC Celta,21,3000,425000,27,68.0,61,61,58,61,793850.0
14182,F. Arce,United States,Club Tijuana,22,3000,400000,59,59.0,60,60,63,61,368700.0
14184,G. Sbrissa,Italy,Sassuolo,22,7000,400000,59,63.0,56,56,66,49,401125.0
14193,M. Christensen,Denmark,Aalborg BK,21,2000,400000,64,58.0,59,59,67,58,418350.0
14195,A. Al Najjar,Saudi Arabia,Abha Club,22,3000,400000,42,63.0,55,55,61,51,309275.0
14196,A. Al Khulaif,Saudi Arabia,Al Wehda,22,4000,400000,25,67.0,51,51,53,58,441225.0
14199,T. Archibald,Scotland,Macclesfield Town,21,1000,400000,55,64.0,51,51,54,55,388750.0
14200,J. Schau,Germany,FC Carl Zeiss Jena,20,1000,400000,59,63.0,59,59,64,52,315275.0
14202,K. Gutiérrez,Argentina,Godoy Cruz,22,2000,400000,58,63.0,58,58,63,61,386950.0
14205,H. Magnetti,France,Stade Brestois 29,21,2000,400000,59,65.0,55,55,68,53,456100.0
14209,D. Jones,United States,New England Revolution,22,1000,400000,55,62.0,52,52,58,53,297750.0
14212,D. González,Chile,CD O'Higgins,20,1000,400000,53,64.0,56,56,64,54,380225.0
14213,A. Uribe,Chile,Monarcas Morelia,20,2000,400000,43,61.0,55,55,64,60,372875.0
14215,N. Blumberg,Germany,Chemnitzer FC,22,1000,400000,14,65.0,49,49,59,49,401200.0
14219,J. Ipalibo,Nigeria,Strømsgodset IF,21,1000,375000,60,60.0,60,60,64,56,354350.0
14221,B. Walker,England,Shrewsbury,23,2000,375000,53,63.0,53,53,61,61,360175.0
14222,M. Willock,England,Gillingham,22,2000,375000,54,66.0,54,54,64,62,431650.0
14230,K. Twardek,Canada,Sligo Rovers,22,1000,400000,36,60.0,52,52,57,56,322800.0
14232,C. Harkin,Northern Ireland,Derry City,23,1000,375000,55,58.0,55,55,62,67,334575.0
14234,A. Pattison,England,Wycombe Wanderers,21,1000,375000,54,64.0,56,56,62,61,421925.0
14236,F. Benko,Germany,LASK Linz,21,2000,400000,48,66.0,56,56,65,57,452550.0
14237,R. Ito,Japan,Oita Trinita,21,1000,400000,38,66.0,49,49,63,51,484625.0
14239,A. Bifulco,Italy,Napoli,22,8000,400000,42,62.0,51,51,66,62,402800.0
14241,D. Watts,Republic of Ireland,Shamrock Rovers,22,1000,375000,53,63.0,58,58,63,62,376200.0
14246,Lee Seung Mo,Korea Republic,Pohang Steelers,21,1000,350000,59,59.0,62,62,64,61,360100.0
14247,G. Weissbeck,France,FC Sochaux-Montbéliard,22,1000,400000,46,62.0,43,43,69,63,454725.0
14251,S. Reyes,Mexico,Monarcas Morelia,21,2000,400000,28,61.0,54,54,55,51,352800.0
14252,Rayco,Spain,CD Lugo,22,2000,400000,49,62.0,53,53,63,60,364375.0
14255,S. Milewski,Poland,Piast Gliwice,21,1000,350000,60,56.0,57,57,62,54,305100.0
14257,J. Bühler,Germany,Fortuna Düsseldorf,21,4000,400000,29,64.0,54,54,56,54,384600.0
14258,L. Prip,Denmark,AC Horsens,22,2000,400000,29,62.0,56,56,57,55,411900.0
14261,N. Nöstlinger,Belgium,RKC Waalwijk,21,1000,400000,39,62.0,52,52,63,60,361600.0
14262,Javi Navarro,Spain,Cádiz CF,22,2000,400000,25,64.0,54,54,54,52,379675.0
14264,A. Nollenberger,Germany,Bayern München II,22,1000,400000,37,64.0,58,58,52,56,378800.0
14265,F. Kunze,Germany,DSC Arminia Bielefeld,21,2000,350000,64,49.0,57,57,64,50,338350.0
14269,Brunet,Argentina,CD Lugo,21,1000,350000,58,59.0,54,54,71,55,434225.0
14270,A. Kiwomya,England,Doncaster Rovers,23,2000,375000,20,63.0,52,52,50,53,347800.0
14271,S. Ayala,Colombia,Jaguares de Córdoba,23,1000,350000,59,60.0,54,54,62,57,279875.0
14273,D. Thomas,Scotland,Kilmarnock,23,1000,375000,55,62.0,57,57,63,59,365533.33333333326
14276,J. McGrath,Republic of Ireland,Dundalk,22,1000,375000,47,64.0,56,56,59,58,287925.0
14277,M. Mara,Guinea,FC Lorient,22,1000,375000,22,65.0,60,60,59,47,407350.0
14281,A. May,England,Swindon Town,21,2000,375000,57,59.0,62,62,62,57,336675.0
14285,R. Charles-Cook,England,Gillingham,22,2000,375000,56,64.0,60,60,61,52,330925.0
14287,E. Montaño,Colombia,Once Caldas,23,1000,350000,59,62.0,54,54,64,36,336700.0
14295,J. Lennon,Republic of Ireland,St. Patrick's Athletic,21,1000,350000,59,57.0,57,57,64,54,235650.0
14296,S. Mailat,Romania,CFR Cluj,21,2000,375000,28,64.0,54,54,59,54,360775.0
14297,J. Suárez,United States,Querétaro,22,2000,375000,35,63.0,49,49,64,52,383900.0
14298,M. Khalfan,United Arab Emirates,Al Ain FC,20,1000,375000,41,65.0,52,52,57,50,388625.0
14301,S. Conteh,Germany,1. FC Magdeburg,22,1000,375000,36,65.0,53,53,49,52,342675.0
14303,K. Antonik,Poland,Arka Gdynia,20,1000,375000,26,59.0,49,49,55,53,324200.0
14304,H. Saghiri,Germany,Viktoria Köln,22,1000,350000,62,61.0,62,62,63,56,388075.0
14306,Pedro Augusto,Brazil,CD Tondela,22,1000,350000,64,59.0,56,56,64,47,409016.66666666674
14309,J. Sheehan,Wales,Newport County,24,2000,350000,53,63.0,42,42,68,56,366425.0
14311,N. Konstandopoulos,Australia,Adelaide United,23,1000,350000,56,63.0,52,52,66,56,364775.0
14312,M. Castroman,Switzerland,FC Thun,24,2000,350000,40,63.0,53,53,67,55,352525.0
14314,C. Cooke,England,Peterborough United,22,2000,350000,56,63.0,61,61,64,57,447375.0
14316,M. Eberwein,Germany,Holstein Kiel,23,2000,350000,32,58.0,55,55,60,57,309925.0
14319,D. Contreras,Colombia,Rionegro Águilas,25,1000,325000,60,60.0,61,61,65,57,369350.0
14321,W. McDonald,England,Walsall,22,3000,350000,28,63.0,52,52,56,54,354450.0
14326,M. Hingerl,Germany,SG Sonnenhof Großaspach,23,1000,350000,53,64.0,58,58,63,60,445750.0
14327,E. Maury,France,Rodez Aveyron Football,23,1000,325000,60,60.0,63,63,63,44,334950.0
14334,H. Wingo,United States,Molde FK,23,1000,350000,48,61.0,53,53,59,55,238600.0
14335,D. Tuma,Germany,Chemnitzer FC,23,1000,350000,28,64.0,43,43,58,47,314425.0
14341,Luis Díaz,Spain,CD Lugo,24,2000,350000,68,59.0,56,56,71,52,530650.0
14344,J. Heil,Austria,TSV Hartberg,22,2000,350000,38,64.0,60,60,59,56,355425.0
14351,S. Najar,Tunisia,Viktoria Köln,23,1000,350000,25,65.0,58,58,52,59,381725.0
14353,R. Deaconu,Romania,Sepsi OSK,22,2000,350000,35,63.0,52,52,65,62,411725.0
14361,G. Davies,Sierra Leone,SKN St. Pölten,22,3000,350000,40,67.0,47,47,61,49,409275.0
14367,D. Steininger,Germany,SpVgg Greuther Fürth,24,2000,350000,17,62.0,59,59,55,47,333275.0
14368,Zhong Jinbao,China PR,Henan Jianye FC,24,2000,350000,58,58.0,58,58,59,62,308500.0
14369,T. Walker,England,Salford City,23,3000,350000,45,62.0,51,51,56,55,312500.0
14371,R. Chávez,Mexico,Club Necaxa,24,2000,350000,60,64.0,61,61,65,50,414625.0
14373,S. Sørli,Norway,Kristiansund BK,23,1000,350000,52,62.0,52,52,57,51,300000.0
14375,L. Fritzson,Sweden,Östersunds FK,23,1000,350000,43,66.0,59,59,64,60,416300.0
14379,A. Nathaniel-George,England,Crawley Town,24,2000,350000,31,65.0,43,43,57,56,377875.0
14385,Y. Ben Balla,France,MSV Duisburg,23,1000,325000,62,61.0,54,54,63,52,330150.0
14390,C. Thomas,England,Cheltenham Town,25,2000,325000,58,58.0,61,61,62,62,313975.0
14396,E. Ham,Argentina,Argentinos Juniors,25,2000,325000,57,63.0,52,52,66,53,385825.0
14399,J. Henríquez,Chile,Audax Italiano,25,1000,325000,47,61.0,48,48,64,65,335775.0
14401,Qi Tianyu,China PR,Shandong Luneng TaiShan FC,26,3000,300000,64,58.0,52,52,64,60,366500.0
14404,T. Sugimoto,Japan,Matsumoto Yamaga,23,1000,325000,36,68.0,52,52,63,64,504000.0
14407,A. Al Obud,Saudi Arabia,Al Ittihad,24,5000,325000,18,64.0,58,58,55,55,371825.0
14408,R. Obermair,Germany,FC Carl Zeiss Jena,23,1000,325000,46,68.0,51,51,58,53,525825.0
14410,E. Collier,New Zealand,Chicago Fire,24,1000,325000,43,60.0,59,59,63,63,324800.0
14413,F. Sjølstad,Norway,Molde FK,25,1000,325000,60,60.0,55,55,64,60,353525.0
14414,F. Drinkuth,Germany,Hallescher FC,24,1000,325000,22,62.0,52,52,60,52,308900.0
14419,M. Puschl,Austria,SCR Altach,23,2000,325000,26,62.0,57,57,61,50,341475.0
14422,B. Nimaga,Mali,TSV Hartberg,24,2000,325000,58,60.0,56,56,62,62,259575.0
14424,J. Powell,England,Crawley Town,25,2000,325000,49,62.0,49,49,66,66,358050.0
14431,C. Martin,United States,Minnesota United FC,24,1000,300000,58,59.0,58,58,65,53,287550.0
14433,S. Burgess,England,Port Vale,21,2000,325000,34,62.0,43,43,60,43,305900.0
14437,H. Belal,Saudi Arabia,Al Wehda,25,4000,290000,60,53.0,56,56,61,52,248025.0
14441,M. Kanabah,Saudi Arabia,Al Fateh,26,4000,290000,57,62.0,59,59,63,61,329625.0
14451,D. Amankwaa,Denmark,SønderjyskE,25,2000,325000,25,63.0,56,56,52,53,320875.0
14454,E. Oyeleke,England,Port Vale,26,2000,300000,62,64.0,62,62,63,55,398150.0
14459,A. Jagiełło,Poland,Piast Gliwice,24,1000,325000,40,66.0,52,52,61,54,387175.0
14460,A. Al Nazera,Saudi Arabia,Al Adalah,26,4000,325000,21,62.0,57,57,64,61,420800.0
14462,J. McCourt,England,Macclesfield Town,23,2000,325000,64,57.0,59,59,64,55,378750.0
14463,L. Pierce,Argentina,FC Botoşani,25,2000,300000,66,58.0,61,61,67,53,445400.0
14467,H. Acar,Turkey,Kayserispor,24,2000,325000,60,62.0,60,60,65,59,386800.0
14468,Li Yuanyi,China PR,Shenzhen FC,25,3000,325000,51,61.0,57,57,62,54,302275.0
14471,Guo Hao,China PR,Tianjin TEDA FC,26,3000,280000,62,63.0,62,62,58,63,346075.0
14473,A. Alégué,Cameroon,FC Nantes,22,4000,325000,29,66.0,50,50,61,53,362825.0
14478,M. Al Dhaw,Sudan,Al Fateh,25,5000,325000,30,63.0,54,54,61,57,364825.0
14482,Víctor Ruiz,Spain,FC St. Gallen,25,3000,325000,26,65.0,56,56,61,59,405425.0
14483,A. Budimbu,Germany,MSV Duisburg,24,1000,325000,24,63.0,52,52,60,54,343675.0
14484,R. Ivey,Panama,Deportivo Pasto,25,1000,325000,31,65.0,54,54,56,49,346025.0
14487,E. Yeşilyurt,Germany,Sivasspor,25,3000,300000,40,65.0,52,52,64,45,357000.0
14490,D. Orellana,Chile,CD Everton de Viña del Mar,26,1000,300000,60,62.0,46,46,65,65,342525.0
14500,N. Mohammad,Germany,KFC Uerdingen 05,27,2000,270000,63,57.0,53,53,58,49,269125.0
14503,V. Rață,Moldova,Chindia Târgovişte,26,1000,270000,62,51.0,61,61,59,54,267250.0
14506,R. Murray,Republic of Ireland,Sligo Rovers,27,1000,290000,23,63.0,58,58,55,53,348950.0
14507,C. Clay,England,Leyton Orient,27,3000,280000,62,60.0,55,55,64,56,319175.0
14508,J. Keohane,Republic of Ireland,Rochdale,28,1000,250000,55,63.0,56,56,64,64,309550.0
14513,M. Sørensen,Denmark,Silkeborg IF,26,2000,300000,25,65.0,54,54,56,58,368975.0
14515,Moyita,Spain,RCD Mallorca,26,4000,300000,24,66.0,50,50,60,55,369900.0
14518,Feng Jing,China PR,Chongqing Dangdai Lifan FC SWM Team,25,2000,300000,34,60.0,57,57,58,57,294475.0
14523,B. Kindsvater,Germany,TSV 1860 München,26,1000,300000,16,61.0,63,63,57,48,304050.0
14524,N. Albadawi,Palestine,FC Cincinnati,27,2000,290000,44,66.0,57,57,61,59,355275.0
14525,J. Portillo,United States,Real Salt Lake,26,2000,290000,59,63.0,62,62,67,54,379725.0
14526,Sanz,Spain,CD Mirandés,26,2000,300000,30,61.0,55,55,62,57,294175.0
14527,D. Bulman,England,Crawley Town,40,1000,0,58,57.0,59,59,65,50,84925.0
14532,M. Moström,Sweden,Molde FK,36,1000,80000,40,60.0,68,68,53,63,202075.0
14534,T. Soares,England,Stevenage,32,2000,190000,63,60.0,56,56,62,62,356841.66666666674
14536,M. McGlinchey,New Zealand,Central Coast Mariners,32,1000,200000,55,62.0,62,62,58,59,247525.0
14539,G. Coke,England,Oldham Athletic,33,2000,150000,61,58.0,63,63,62,60,306475.0
14544,J. Harris,England,Macclesfield Town,32,2000,190000,58,61.0,60,60,63,60,380625.0
14545,Cui Peng,China PR,Shandong Luneng TaiShan FC,32,3000,160000,51,56.0,62,62,61,63,188275.0
14550,K. Etuhu,Nigeria,Carlisle United,31,2000,190000,61,57.0,60,60,61,65,364375.0
14552,A. Maccoppi,Italy,Servette FC,32,2000,160000,60,55.0,69,69,60,44,234450.0
14554,S. Frederiksen,Denmark,SønderjyskE,29,3000,250000,41,63.0,64,64,58,59,311575.0
14557,J. McGlashan,England,Swindon Town,31,3000,220000,31,64.0,55,55,56,52,379150.0
14560,Choi Hyun Tae,Korea Republic,Jeju United FC,31,1000,220000,60,60.0,56,56,64,56,317350.0
14561,M. Dolan,England,Newport County,26,2000,270000,47,64.0,55,55,64,65,512100.0
14562,F. Adjei,Ghana,WSG Tirol,28,2000,250000,60,61.0,61,61,57,52,310500.0
14563,O. Sveen,Norway,FK Bodø/Glimt,29,1000,240000,59,59.0,63,63,62,54,255575.0
14564,Park Sun Yong,Korea Republic,Pohang Steelers,30,2000,230000,65,60.0,64,64,65,55,404550.0
14565,N. Fitzgerald,Australia,Newcastle Jets,27,1000,260000,40,61.0,52,52,54,56,247125.0
14566,M. Al Qarni,Saudi Arabia,Al Wehda,29,4000,220000,59,56.0,53,53,59,53,209000.0
14576,Jwa Joon Hyeop,Korea Republic,Gyeongnam FC,28,1000,250000,51,60.0,57,57,65,68,287650.0
14578,Jung Seon Ho,Korea Republic,Daegu FC,30,1000,210000,59,61.0,63,63,66,59,263750.0
14579,Jo Soo Chul,Korea Republic,Sangju Sangmu FC,28,1000,250000,45,62.0,60,60,67,61,321350.0
14581,A. Arboleda,Colombia,Jaguares de Córdoba,32,1000,160000,63,48.0,61,61,63,46,227075.0
14582,J. Vieyra,Argentina,Club Atlético Huracán,27,3000,260000,61,63.0,55,55,63,54,404025.0
14583,J. Thorsen,Denmark,AC Horsens,29,2000,240000,63,59.0,56,56,61,59,260625.0
14585,Ely,Cape Verde,Gaz Metan Mediaş,28,2000,250000,14,62.0,58,58,63,59,314725.0
14586,K. Al Kaabi,Saudi Arabia,Al Faisaly,27,4000,260000,19,62.0,56,56,57,54,293950.0
14588,Zhou Tong,China PR,Wuhan Zall,29,2000,250000,41,63.0,46,46,60,61,297375.0
14592,N. Atangana,France,Exeter City,29,3000,240000,65,58.0,58,58,63,58,368000.0
14599,R. Takahashi,Japan,Matsumoto Yamaga,25,1000,270000,54,66.0,62,62,53,40,326150.0
14602,F. Ali,Sweden,AFC Eskilstuna,27,1000,260000,44,62.0,58,58,62,58,274700.0
14604,Wang Wei,China PR,Shanghai Greenland Shenhua FC,30,3000,240000,50,61.0,56,56,64,53,229350.0
14605,D. Lloyd,England,Salford City,27,4000,260000,38,62.0,54,54,58,59,287900.0
14607,A. Al Fiqi,Saudi Arabia,Al Hilal,26,6000,270000,31,63.0,56,56,58,54,326500.0
14610,Ma Xingyu,China PR,Henan Jianye FC,29,3000,240000,71,57.0,65,65,62,60,417825.0
14611,P. Di Nardo,Switzerland,Neuchâtel Xamax,29,2000,220000,62,59.0,56,56,65,45,262100.0
14612,Javi Pérez,Spain,Extremadura UD,33,1000,150000,59,59.0,58,58,63,62,223425.0
14617,R. Dâlbea,Romania,FC Hermannstadt,37,1000,80000,64,53.0,64,64,64,52,226900.0
14622,D. Novac,Romania,Chindia Târgovişte,31,1000,220000,58,61.0,56,56,61,62,299375.0
14625,D. Pillai,India,India,31,0,0,50,61.0,61,61,57,60,94875.0
14626,A. Velasco,Argentina,Independiente,16,1000,450000,46,62.0,61,61,65,49,388025.0
14627,M. Bird,England,Derby County,18,2000,475000,51,56.0,59,59,68,63,439925.0
14631,E. Alvarez,Mexico,LA Galaxy,17,1000,450000,31,65.0,54,54,55,58,399625.0
14632,A. Balanta,Colombia,Deportivo Cali,19,1000,425000,63,54.0,56,56,64,42,345925.0
14635,S. Sohm,Switzerland,FC Zürich,18,1000,400000,60,60.0,55,55,58,54,339075.0
14639,I. Gruev,Bulgaria,SV Werder Bremen,19,2000,425000,50,59.0,64,64,62,61,382700.0
14641,M. Mercan,Germany,FC Schalke 04,18,2000,425000,52,63.0,57,57,66,58,423900.0
14644,A. Karnuçu,Turkey,Galatasaray SK,19,4000,425000,67,56.0,57,57,64,44,491225.0
14646,C. Bassett,United States,Colorado Rapids,17,1000,400000,58,61.0,56,56,68,54,392375.0
14647,N. Djouahra,France,Real Sociedad,19,2000,450000,31,61.0,55,55,70,53,424525.0
14651,P. Bargiel,Poland,Milan,19,3000,450000,33,65.0,57,57,57,57,444700.0
14652,L. Sandoval,Colombia,Junior FC,20,1000,450000,42,59.0,58,58,54,48,325950.0
14662,J. Peñaloza,Colombia,SD Huesca,19,1000,450000,24,63.0,56,56,60,60,445225.0
14663,F. Navarro,Argentina,Club Atlético Talleres,19,2000,450000,63,63.0,59,59,65,55,557700.0
14666,T. Raschl,Germany,Borussia Dortmund,19,4000,425000,57,61.0,55,55,65,57,381425.0
14667,Lee Soo Bin,Korea Republic,Pohang Steelers,19,1000,450000,45,65.0,60,60,66,64,547500.0
14672,W. Taïbi,France,Angers SCO,17,1000,400000,46,65.0,48,48,68,67,464425.0
14675,J. Pereyra,Argentina,Rosario Central,20,2000,450000,38,64.0,58,58,68,59,459175.0
14676,G. Güney,Turkey,Galatasaray SK,20,6000,425000,59,59.0,54,54,70,47,414425.0
14680,O. Brynhildsen,Norway,Stabæk Fotball,20,1000,450000,47,66.0,52,52,55,52,429000.0
14685,K. Sessa,Germany,1. FC Heidenheim 1846,18,1000,425000,58,69.0,62,62,67,62,537625.0
14687,A. Nava,Mexico,Club Tijuana,19,2000,450000,46,63.0,55,55,67,51,404450.0
14689,Algobia,Spain,Rayo Vallecano,20,1000,450000,58,61.0,60,60,64,59,411525.0
14691,H. Luna,Colombia,Unión Magdalena,19,1000,450000,27,64.0,49,49,58,58,433750.0
14692,A. Ayala,Argentina,Estudiantes de La Plata,19,1000,425000,62,60.0,56,56,67,44,403250.0
14693,C. Aguirre,Mexico,Club Necaxa,20,2000,450000,29,63.0,41,41,60,50,391500.0
14703,E. Embleton,England,Sunderland,20,2000,450000,53,61.0,58,58,62,63,289025.0
14706,F. Myhre,Norway,Vålerenga Fotball,20,1000,425000,56,63.0,51,51,66,59,415550.0
14708,J. Moder,Poland,Lech Poznań,20,1000,450000,57,57.0,52,52,64,59,304800.0
14709,P. Sussek,Germany,FC Ingolstadt 04,19,1000,450000,21,67.0,54,54,58,58,515800.0
14710,O. Bailey,England,Birmingham City,19,1000,450000,18,63.0,53,53,58,57,419400.0
14712,Álvaro García,Spain,Albacete BP,19,1000,450000,55,59.0,56,56,70,52,371450.0
14713,A. Nguiamba,France,AS Nancy Lorraine,20,1000,425000,57,59.0,55,55,59,57,327650.0
14718,A. Baroan,France,Chamois Niortais Football Club,19,1000,450000,31,60.0,44,44,62,59,376975.0
14719,E. Majetschak,Germany,FC Erzgebirge Aue,19,1000,450000,44,59.0,62,62,70,61,464075.0
14720,K. Arima,Japan,Kashima Antlers,18,1000,425000,41,64.0,40,40,60,48,398725.0
14721,T. Ducrocq,France,Racing Club de Lens,19,1000,450000,54,61.0,62,62,64,62,414050.0
14727,A. Francis,Ghana,FC Nordsjælland,18,1000,425000,44,65.0,49,49,64,59,429650.0
14729,C. Ainley,England,Crewe Alexandra,21,2000,450000,40,65.0,47,47,60,57,440350.0
14730,I. Wilson,Scotland,Kilmarnock,20,1000,425000,59,60.0,52,52,65,50,356025.0
14732,L. Rivas,Argentina,Club Atlético Talleres,19,2000,450000,38,66.0,51,51,62,54,469250.0
14733,M. Pompetti,Italy,Sampdoria,19,3000,450000,48,60.0,52,52,67,67,415700.0
14735,Liu Ruofan,China PR,Shanghai Greenland Shenhua FC,20,2000,450000,18,61.0,58,58,59,66,406775.0
14739,F. Murray,Scotland,Hibernian,20,1000,450000,35,60.0,49,49,60,62,366125.0
14741,D. Wanner,Germany,Borussia Dortmund,20,7000,450000,39,66.0,43,43,61,48,446650.0
14742,N. Mekonnen,Germany,SC Preußen Münster,19,1000,425000,57,59.0,51,51,67,48,355525.0
14744,M. Młyński,Poland,Arka Gdynia,18,1000,425000,43,60.0,51,51,59,57,330300.0
14747,F. Schwarzholz,Germany,FC Augsburg,19,2000,425000,62,56.0,55,55,65,52,394525.0
14758,A. Ugur,Belgium,Fortuna Sittard,18,1000,425000,56,65.0,51,51,64,59,461425.0
14759,S. Bakaev,Russia,Spartak Moscow,19,1000,450000,37,63.0,53,53,56,52,396675.0
14761,Ismael,Spain,Real Betis,18,1000,425000,61,62.0,56,56,64,61,429300.0
14764,I. Buckley-Ricketts,England,Peterborough United,21,2000,450000,24,65.0,51,51,55,53,407050.0
14765,J. Tilley,England,Brighton & Hove Albion,21,5000,450000,15,65.0,50,50,58,57,466850.0
14767,C. Kahraman,Turkey,1. FC Union Berlin,20,4000,450000,49,62.0,48,48,59,60,380050.0
14770,S. Pasquali,Australia,Western United FC,19,1000,450000,54,63.0,52,52,60,67,435975.0
14772,M. İnan,Turkey,Antalyaspor,19,2000,450000,57,61.0,63,63,66,48,408050.0
14773,Yeun Jong Gyu,Korea Republic,FC Seoul,21,1000,450000,61,58.0,61,61,58,62,405925.0
14774,C. O'Hare,England,Aston Villa,21,6000,450000,46,64.0,56,56,61,62,431900.0
14776,A. Hartigan,England,AFC Wimbledon,19,1000,450000,56,60.0,56,56,64,58,247800.0
14778,R. Boultam,Netherlands,US Cremonese,21,1000,450000,51,63.0,60,60,65,57,458775.0
14779,R. Souici,France,Servette FC,21,2000,450000,57,61.0,51,51,68,54,415350.0
14783,M. Čović,Germany,Hertha BSC,21,3000,450000,27,70.0,46,46,60,55,536500.0
14785,C. Palacios,Chile,Unión Española,18,1000,425000,29,61.0,49,49,59,61,302225.0
14789,T. van den Belt,Netherlands,PEC Zwolle,18,1000,425000,63,60.0,55,55,66,64,447083.3333333334
14792,N. Capaldo,Argentina,Boca Juniors,21,3000,450000,53,61.0,60,60,68,58,379075.0
14793,J. Rivera,Colombia,Atlético Nacional,21,1000,450000,12,63.0,52,52,60,52,408875.0
14794,I. Baidoo,Ghana,Górnik Zabrze,20,1000,450000,30,65.0,52,52,55,42,294225.0
14795,Li Haoran,China PR,Royal Antwerp FC,19,1000,450000,56,69.0,41,41,57,52,446275.0
14797,A. Maiz,Paraguay,Defensa y Justicia,18,1000,425000,62,63.0,58,58,69,60,443500.0
14798,M. Çapkan,Turkey,Çaykur Rizespor,19,1000,450000,38,68.0,42,42,54,52,462350.0
14799,G. Lapslie,England,Charlton Athletic,21,2000,400000,63,62.0,60,60,67,60,448225.0
14800,K. Benyu,Zimbabwe,Helsingborgs IF,21,1000,400000,58,65.0,46,46,65,60,442525.0
14804,M. Di Paola,Italy,Virtus Entella,21,1000,400000,56,59.0,58,58,64,60,269625.0
14806,R. Hale,Republic of Ireland,St. Patrick's Athletic,20,1000,400000,24,60.0,53,53,55,53,351350.0
14810,J. Torres,United States,New York City FC,19,1000,375000,62,59.0,63,63,61,57,347425.0
