,short_name,nationality,position,age,wage_eur,value_eur,mentality_positioning,attacking_finishing,movement_reactions,skill_ball_control,power_shot_power,value_pred
14060,T. Verlinden,Belgium,delantero,19,4000,550000,56,48,46,65,69,544975.0
14063,M. Retegui,Argentina,delantero,20,2000,550000,61,63,58,63,52,501275.0
14072,I. Atanga,Ghana,delantero,18,1000,525000,44,53,50,60,53,417875.0
14079,A. Sayyadmanesh,Iran,delantero,18,4000,525000,54,62,52,67,52,544950.0
14084,N. Ennis,England,delantero,20,2000,500000,53,59,52,62,68,453200.0
14091,M. Skenderović,Montenegro,delantero,21,1000,500000,62,66,58,63,58,601125.0
14094,E. Daci,FYR Macedonia,delantero,20,3000,500000,51,68,58,58,62,520550.0
14095,Chen Binbin,China PR,delantero,21,2000,475000,55,58,53,56,51,185550.0
14097,N. Fröling,Sweden,delantero,19,1000,475000,63,61,52,59,66,451925.0
14098,F. Kaya,Germany,delantero,19,1000,475000,62,65,60,64,54,539250.0
14106,J. Vargas,Venezuela,delantero,19,2000,475000,60,63,52,63,61,518100.0
14107,Júnior Brumado,Brazil,delantero,20,3000,500000,60,58,54,61,61,441475.0
14110,M. Gueddar,Morocco,delantero,20,1000,475000,51,56,48,66,59,486775.0
14114,B. Sambou,Germany,delantero,21,2000,450000,58,63,54,56,60,403800.0
14120,A. Oteh,England,delantero,20,2000,450000,59,61,55,58,58,396600.0
14129,M. Choinière,Canada,delantero,20,1000,450000,50,51,56,64,60,453350.0
14130,Y. Taki,Japan,delantero,19,1000,450000,61,57,58,60,52,408525.0
14131,C. Bayiha,Canada,delantero,20,1000,450000,53,46,53,60,57,339675.0
14133,Itaitinga,Brazil,delantero,20,4000,450000,61,65,59,62,58,470225.0
14140,A. Roczen,Germany,delantero,19,1000,450000,64,62,52,60,58,431125.0
14146,J. Sierra,Chile,delantero,22,1000,425000,57,65,49,61,62,386975.0
14148,A. Helmersen,Norway,delantero,21,1000,450000,64,62,48,59,66,434425.0
14163,E. Mensah,Ghana,delantero,21,1000,425000,55,56,56,61,54,315100.0
14178,G. Ganea,Romania,delantero,20,2000,450000,60,63,58,59,64,459325.0
14183,S. Bastoni,Italy,delantero,22,1000,400000,60,48,62,64,58,402850.0
14187,C. Blackett-Taylor,England,delantero,21,1000,400000,55,53,52,57,56,310450.0
14194,P. Tomczyk,Poland,delantero,21,2000,425000,58,64,55,59,61,428850.0
14197,K. Tagawa,Japan,delantero,20,2000,425000,62,66,47,60,50,444175.0
14198,M. Chajia,Belgium,delantero,21,1000,425000,55,55,59,64,59,464650.0
14203,P. Michael,Nigeria,delantero,21,1000,425000,61,60,53,61,60,420875.0
14204,E. Cerna,Mexico,delantero,21,8000,400000,58,59,49,62,55,372950.0
14214,M. Ngalina,DR Congo,delantero,19,1000,400000,61,64,47,61,55,409425.0
14216,L. Bell Bell,Cameroon,delantero,22,1000,400000,58,60,54,62,58,382375.0
14223,C. Baker-Richardson,England,delantero,23,1000,400000,64,64,58,58,63,476875.0
14227,V. Adeboyejo,Nigeria,delantero,21,2000,400000,60,60,54,59,62,407225.0
14233,D. Sula,Belgium,delantero,21,2000,400000,56,62,52,63,58,433400.0
14259,Andre Shinyashiki,Brazil,delantero,22,1000,400000,60,63,55,60,59,422775.0
14282,E. Adebayo,England,delantero,21,3000,375000,57,57,55,59,63,353200.0
14289,C. Daferner,Germany,delantero,21,1000,375000,56,63,57,56,68,405250.0
14293,A. Vucenovic,Austria,delantero,21,3000,375000,51,67,50,59,63,393850.0
14299,K. Kizito,Ghana,delantero,22,1000,375000,64,58,57,59,59,354825.0
14328,A. Jakupović,Austria,delantero,21,1000,350000,58,65,53,56,59,364725.0
14332,M. De Marchi,Italy,delantero,24,1000,350000,65,64,48,50,68,367325.0
14337,F. Piszczek,Poland,delantero,24,1000,350000,58,60,56,59,59,351600.0
14339,B. Dione,Belgium,delantero,22,2000,350000,55,60,51,65,61,568075.0
14346,J. Murray,Australia,delantero,23,1000,350000,60,62,49,59,60,362150.0
14347,C. Huerta,Mexico,delantero,18,3000,325000,59,58,56,64,60,378358.33333333326
14348,H. García,Venezuela,delantero,22,1000,350000,52,58,46,63,63,365625.0
14374,Kim Bo Seop,Korea Republic,delantero,21,1000,350000,62,58,51,59,66,364100.0
14376,M. Feigenspan,Germany,delantero,23,1000,350000,50,64,43,63,67,372150.0
14381,Y. Brun,France,delantero,24,1000,350000,51,64,54,64,59,459025.0
14383,J. Koenraat,Netherlands,delantero,23,1000,350000,54,64,46,66,66,489050.0
14389,M. Drennan,Republic of Ireland,delantero,25,1000,350000,60,61,59,57,61,386250.0
14397,L. Passerini,Argentina,delantero,24,1000,350000,55,61,57,57,66,364700.0
14398,K. Wootton,England,delantero,22,3000,350000,60,58,54,62,60,388725.0
14402,A. Mohammad,Denmark,delantero,22,2000,325000,58,48,63,63,58,347450.0
14406,K. Yajima,Japan,delantero,24,2000,350000,62,51,56,65,51,418625.0
14418,P. Nsiah,France,delantero,24,1000,350000,58,63,49,56,60,342625.0
14420,L. Sorrentino,Italy,delantero,23,1000,350000,65,66,53,58,61,442600.0
14421,J. Ruiz Gomez,Argentina,delantero,25,2000,350000,60,69,51,59,59,394450.0
14439,E. Maanane,France,delantero,24,1000,325000,54,65,57,58,59,364600.0
14476,A. May,England,delantero,25,2000,325000,60,61,59,57,61,386250.0
14479,E. Cicerelli,Italy,delantero,24,1000,325000,57,59,49,65,66,569025.0
14480,C. Cooke,England,delantero,26,2000,325000,56,61,58,59,61,412175.0
14481,I. Rønning,Norway,delantero,26,1000,325000,64,64,56,51,61,347900.0
14492,Kim Su An,Korea Republic,delantero,26,2000,300000,61,63,59,61,48,343425.0
14494,D. Kozica,Sweden,delantero,26,1000,300000,56,62,51,64,56,373925.0
14499,S. Wilson,England,delantero,26,3000,300000,61,59,51,56,57,273700.0
14511,A. Amadi-Holloway,Wales,delantero,26,1000,300000,56,58,49,64,61,329750.0
14519,D. Cortés,Colombia,delantero,27,1000,290000,62,64,54,58,50,452825.0
14522,M. Currarino,Italy,delantero,26,1000,300000,60,61,58,62,58,351050.0
14530,C. O'Grady,England,delantero,33,3000,160000,63,61,63,48,67,235175.0
14533,Kim Seung Yong,Korea Republic,delantero,34,1000,130000,62,63,63,61,66,280150.0
14547,Liu Weidong,China PR,delantero,32,2000,200000,58,62,60,58,58,271125.0
14549,Lei Yongchi,China PR,delantero,30,3000,240000,62,64,63,65,52,671975.0
14558,Feng Renliang,China PR,delantero,31,3000,220000,63,53,60,59,56,240300.0
14559,R. Siemaszko,Poland,delantero,32,1000,200000,62,60,57,57,65,278000.0
14570,M. Majrashi,Saudi Arabia,delantero,28,6000,260000,53,57,53,61,64,298350.0
14574,Park Hee Seong,Korea Republic,delantero,29,2000,250000,68,57,59,59,58,276075.0
14575,J. Matt,Jamaica,delantero,29,3000,250000,62,61,62,51,57,279200.0
14587,M. O'Sullivan,Republic of Ireland,delantero,36,1000,90000,61,58,54,53,63,253200.0
14598,G. Reilly,Scotland,delantero,26,3000,280000,54,64,48,61,55,299850.0
14600,I. Isa,Bulgaria,delantero,30,0,0,61,65,53,62,64,237625.0
14601,S. Lewicki,Poland,delantero,31,1000,230000,67,66,44,55,67,312100.0
14609,E. Kupen,Norway,delantero,29,1000,250000,62,59,55,58,60,270975.0
14628,Y. Begraoui,France,delantero,17,1000,450000,56,69,65,52,52,377375.0
14634,E. Sørensen,Denmark,delantero,19,2000,450000,63,64,54,56,65,464550.0
14637,P. Glatzel,Germany,delantero,18,5000,425000,58,60,60,57,62,403700.0
14638,V. De Baunbag,Spain,delantero,18,2000,425000,56,58,52,61,55,400250.0
14648,D. Vlahovic,Serbia,delantero,19,5000,450000,58,65,54,55,62,354125.0
14649,A. van der Heide,Netherlands,delantero,17,1000,400000,52,52,46,61,66,353775.0
14657,B. Adekanye,Netherlands,delantero,20,5000,450000,52,58,50,64,63,357750.0
14658,V. Kušej,Czech Republic,delantero,19,2000,450000,64,61,52,62,51,421250.0
14659,B. Garré,Argentina,delantero,18,6000,425000,55,58,50,61,59,375625.0
14661,J. Scott,Scotland,delantero,18,1000,425000,58,60,52,50,59,332675.0
14664,F. Hartmann,Germany,delantero,18,3000,425000,64,68,45,63,65,533025.0
14665,I. Tarasov,Russia,delantero,19,1000,450000,51,50,55,64,55,402125.0
14668,G. Ahadme,Morocco,delantero,18,3000,425000,57,62,54,62,57,397275.0
14671,B. Bida,Poland,delantero,18,1000,425000,59,60,55,59,58,340125.0
14677,B. Morris,England,delantero,19,2000,450000,59,64,48,62,61,434800.0
14681,E. Vertainen,Finland,delantero,20,1000,450000,57,56,48,58,66,203225.0
14683,B. Galván,Argentina,delantero,18,1000,425000,59,60,55,58,55,364575.0
14684,J. Lahne,Sweden,delantero,17,1000,425000,61,60,46,60,57,408000.0
14686,R. Edmondson,England,delantero,18,4000,425000,59,63,53,59,66,445225.0
14690,K. Cannavò,Italy,delantero,19,1000,450000,59,59,55,54,59,379675.0
14696,T. Nkada,France,delantero,19,3000,450000,52,63,52,60,57,387600.0
14697,T. Sabitzer,Austria,delantero,18,1000,425000,62,61,58,62,49,409850.0
14698,Carlos Kevin,Spain,delantero,18,1000,425000,54,64,57,59,65,432600.0
14699,A. Dallas,Scotland,delantero,19,1000,450000,57,60,55,56,58,387725.0
14700,P. Mukairu,Nigeria,delantero,19,2000,450000,47,68,68,60,71,540125.0
14704,S. Lomónaco,Argentina,delantero,20,2000,450000,56,61,57,58,46,395300.0
14707,E. Botheim,Norway,delantero,19,1000,450000,62,62,58,57,62,391350.0
14714,O. Atilgan,Germany,delantero,19,2000,450000,62,61,59,58,49,405175.0
14715,A. Verda,Mexico,delantero,20,2000,450000,58,69,52,60,56,462300.0
14716,M. Kaufmann,Denmark,delantero,18,1000,425000,58,60,50,57,62,315750.0
14724,S. Soto,United States,delantero,18,2000,425000,59,66,59,56,55,403000.0
14726,B. Ndilu,France,delantero,18,2000,425000,53,63,57,53,58,366425.0
14731,M. Ndjoli,England,delantero,20,2000,450000,61,58,56,61,66,429000.0
14736,I. Kanu,England,delantero,19,1000,450000,62,58,56,62,57,423925.0
14737,G. Gori,Italy,delantero,20,6000,450000,57,67,54,56,63,435525.0
14740,E. Chilufya,Zambia,delantero,19,1000,450000,54,56,50,67,52,475625.0
14746,M. Belkheir,Algeria,delantero,20,5000,450000,53,57,58,59,65,405075.0
14748,E. Bullaude,Argentina,delantero,18,1000,425000,58,60,62,59,60,409825.0
14754,M. Minchev,Bulgaria,delantero,18,0,0,66,57,58,61,59,409850.0
14757,Patrick,Brazil,delantero,20,4000,450000,51,65,55,55,62,389250.0
14762,Rúben Fonseca,Portugal,delantero,19,1000,450000,58,61,56,54,62,301000.0
14763,V. Pinto,Italy,delantero,18,1000,425000,59,62,59,59,59,411725.0
14769,S. Smith,England,delantero,21,2000,450000,63,62,52,54,58,383950.0
14775,N. Røjkjær,Denmark,delantero,20,2000,450000,58,58,44,64,63,413025.0
14780,C. Hendry,Scotland,delantero,21,1000,450000,50,65,52,63,59,460525.0
14782,A. Al Hamdan,Saudi Arabia,delantero,19,3000,450000,60,61,60,58,56,411125.0
14787,T. Badaloni,Argentina,delantero,19,1000,450000,53,62,59,56,59,417700.0
14790,S. Tiffoney,Scotland,delantero,20,1000,450000,51,62,42,63,57,394950.0
14791,B. Hadžić,Bosnia Herzegovina,delantero,20,4000,450000,56,68,57,57,57,439250.0
14803,F. Puntoriere,Italy,delantero,21,1000,400000,58,62,61,61,55,395350.0
14807,M. Mølvadgaard,Denmark,delantero,19,2000,400000,59,62,51,60,57,389575.0
14809,K. Denkey,Togo,delantero,18,2000,375000,61,64,56,61,53,384775.0
14821,M. Batmaz,Turkey,delantero,19,2000,400000,57,64,53,60,62,406700.0
14832,V. Arboleda,Colombia,delantero,22,1000,375000,58,54,55,59,65,347875.0
14836,D. Ceter,Colombia,delantero,21,1000,375000,63,62,52,57,66,382100.0
14845,J. Asiri,Saudi Arabia,delantero,21,3000,375000,60,63,53,58,57,307325.0
14869,A. Jung,France,delantero,21,1000,350000,57,60,49,52,62,303275.0
14879,I. Koné,Mali,delantero,20,1000,350000,60,59,54,55,59,323800.0
14882,A. Al Yami,Saudi Arabia,delantero,22,2000,350000,57,60,53,58,56,325525.0
14883,S. Schimandl,Austria,delantero,20,3000,350000,58,59,54,57,62,316650.0
14884,J. Williams,United States,delantero,21,1000,350000,58,59,53,59,51,258450.0
14885,Antón,Spain,delantero,21,1000,350000,57,60,60,57,64,382350.0
14895,O. Zanzala,Congo,delantero,22,1000,325000,57,61,55,58,58,330750.0
14918,D. Balanyuk,Ukraine,delantero,22,1000,325000,55,59,65,55,61,289850.0
14919,J. Ogenia,Curacao,delantero,20,2000,325000,46,53,48,62,59,298425.0
14924,S. Karweina,Germany,delantero,20,1000,350000,62,60,59,60,57,382825.0
14925,A. López,Mexico,delantero,22,7000,325000,53,55,48,65,63,493325.0
14932,D. Abella,Mexico,delantero,20,1000,350000,55,68,58,51,56,242950.0
14936,M. Temp,Germany,delantero,18,1000,300000,60,62,48,58,61,304575.0
14939,A. Mallamo,Italy,delantero,20,1000,325000,52,67,40,64,73,365225.0
14945,L. Salvesen,Norway,delantero,23,1000,325000,56,63,52,58,56,315750.0
14948,R. Grego-Cox,Republic of Ireland,delantero,22,2000,325000,63,57,61,59,60,338900.0
14958,G. Zecca,Italy,delantero,21,6000,325000,52,64,56,62,65,359175.0
14962,K. Pagliuca,Switzerland,delantero,22,1000,325000,62,57,44,62,64,346350.0
14965,B. Njie,Norway,delantero,21,1000,325000,58,57,52,57,63,289475.0
14966,F. Atuahene,Ghana,delantero,23,1000,325000,59,62,47,52,55,284550.0
14967,J. Gurrola,Mexico,delantero,21,3000,325000,51,67,58,55,66,368075.0
14976,J. Escobar,Colombia,delantero,20,1000,325000,56,62,58,60,59,383975.0
14977,R. Dally,Jamaica,delantero,22,1000,325000,59,56,54,61,58,281350.0
14981,E. Engelhardt,Germany,delantero,21,1000,325000,51,60,56,60,60,345325.0
14986,S. Elia,Italy,delantero,20,1000,325000,57,65,43,62,80,436100.0
14990,Lee Dong Won,Korea Republic,delantero,23,1000,325000,58,58,55,54,56,203575.0
15003,A. Collins,Wales,delantero,22,3000,300000,57,61,51,60,58,306775.0
15009,O. Olomola,England,delantero,21,2000,300000,58,62,46,62,59,345400.0
15012,Strefezza,Brazil,delantero,22,2000,300000,56,41,56,65,46,338100.0
15015,L. Fierro,Chile,delantero,21,1000,300000,60,61,55,63,58,349750.0
15022,A. Bianchimano,Italy,delantero,22,1000,300000,58,60,53,55,58,299825.0
15027,D. Esmel,Ivory Coast,delantero,21,1000,300000,55,54,40,62,53,285150.0
15032,O. Rushfort,England,delantero,22,1000,300000,59,62,53,58,57,291575.0
15038,G. Debeljuh,Croatia,delantero,22,1000,300000,60,62,56,54,59,314525.0
15049,M. Barnes,England,delantero,22,7000,300000,55,62,57,57,58,309600.0
15052,L. Contin,Argentina,delantero,23,2000,300000,62,61,50,58,63,318600.0
15063,T. Costantini,Italy,delantero,23,2000,290000,59,57,57,63,72,390125.0
15065,Son Suk Yong,Korea Republic,delantero,20,1000,300000,64,59,59,59,58,310500.0
15081,Javi Siverio,Spain,delantero,21,1000,300000,61,63,44,58,60,305750.0
15085,C. Manzinga,France,delantero,24,1000,300000,55,64,58,50,62,327100.0
15088,E. Dieseruvwe,England,delantero,24,3000,290000,59,58,53,58,59,268750.0
15096,R. Coughlan,Republic of Ireland,delantero,22,1000,290000,59,59,57,58,56,273400.0
15100,D. Pineda,Mexico,delantero,24,2000,290000,52,66,56,55,60,304450.0
15103,Rubén Sánchez,Spain,delantero,24,3000,290000,66,64,60,54,61,362500.0
15110,H. Trewbridge,England,delantero,24,1000,290000,55,59,53,62,64,334850.0
15113,D. Tokpa,France,delantero,18,1000,260000,60,59,58,55,58,270650.0
15117,A. Moreno,United States,delantero,23,1000,280000,60,60,58,63,63,443525.0
15123,R. Al Ghamdi,Saudi Arabia,delantero,25,4000,280000,57,58,53,58,61,256125.0
15124,J. Allen,United States,delantero,24,1000,280000,59,53,58,63,54,299400.0
15125,C. Bishop,England,delantero,22,1000,280000,58,61,55,55,56,262350.0
15127,G. Blackwood,Australia,delantero,22,1000,280000,61,62,53,57,65,307550.0
15130,R. Aoki,Japan,delantero,23,1000,280000,56,48,58,63,51,298725.0
15132,Yoo Seung Min,Korea Republic,delantero,20,2000,280000,58,54,59,57,68,266600.0
15135,Kim Han Gil,Korea Republic,delantero,24,2000,280000,64,58,53,61,59,418825.0
15138,R. Germain,Japan,delantero,24,1000,280000,61,62,49,49,60,223200.0
15139,Jon Bakero,Spain,delantero,22,1000,280000,58,59,53,66,67,468175.0
15142,S. Paintsil,Ghana,delantero,23,2000,280000,49,63,52,60,52,297550.0
15151,J. Ironside,England,delantero,25,2000,270000,59,61,56,59,55,293850.0
15152,J. Alabi,England,delantero,24,3000,270000,56,57,56,56,61,249000.0
15153,P. Mullin,England,delantero,24,2000,270000,57,60,53,61,62,326025.0
15168,J. Gómez,Colombia,delantero,25,1000,270000,60,59,48,55,62,267325.0
15171,K. Riksvold,Norway,delantero,25,1000,260000,62,52,55,61,60,285375.0
15175,C. Stockton,England,delantero,25,2000,260000,60,63,59,55,64,396075.0
15177,D. Bozic,Germany,delantero,26,1000,260000,57,63,51,54,65,270725.0
15186,B. Čečarić,Serbia,delantero,25,1000,260000,60,61,53,56,61,290700.0
15214,A. Yussuf,Tanzania,delantero,27,2000,240000,57,60,54,55,68,295400.0
15227,K. Nakami,Japan,delantero,27,1000,240000,58,54,55,66,54,397500.0
15230,F. Pangop,Cameroon,delantero,26,3000,240000,56,58,53,60,66,277250.0
15239,M. Harrold,England,delantero,34,3000,110000,59,58,54,58,65,177750.0
15240,A. Karadas,Norway,delantero,37,1000,70000,57,54,50,58,73,148275.0
15243,B. Moore,England,delantero,30,4000,200000,63,61,56,57,57,230100.0
15263,J. Cook,England,delantero,29,2000,210000,62,57,55,59,55,271575.0
15264,N. Yamada,Japan,delantero,28,1000,210000,66,50,58,64,45,286800.0
15269,Yun Ju Tae,Korea Republic,delantero,29,2000,210000,57,58,61,54,61,237300.0
15270,T. Nichols,England,delantero,25,2000,230000,59,59,61,59,61,378025.0
15274,S. Otayf,Saudi Arabia,delantero,28,5000,210000,61,61,62,63,52,310850.0
15276,J. Blyth,England,delantero,26,2000,230000,57,62,51,54,67,285675.0
15279,S. Céspedes,Chile,delantero,27,1000,220000,62,53,61,58,54,217775.0
15282,L. Maldonado,Chile,delantero,30,1000,200000,60,59,54,59,57,278275.0
15288,M. Abu Shararah,Saudi Arabia,delantero,28,4000,210000,58,61,51,51,64,240700.0
15303,J. Franzoni,Argentina,delantero,28,3000,210000,52,62,58,61,62,344900.0
15316,S. Perović,Serbia,delantero,30,2000,200000,59,63,52,57,63,371950.0
15329,J. von Moos,Switzerland,delantero,18,2000,350000,54,64,51,60,59,347300.0
15330,X. Amaechi,England,delantero,18,1000,350000,51,52,47,60,62,316525.0
15338,G. Verón,Argentina,delantero,18,1000,325000,55,66,49,61,56,336025.0
15343,Y. Juárez,Argentina,delantero,17,1000,300000,59,57,57,60,60,323700.0
15348,J. Westerman,Netherlands,delantero,17,1000,300000,51,58,50,65,60,405300.0
15349,J. Valencia,Colombia,delantero,19,1000,325000,63,60,58,59,55,325450.0
15353,L. Chávez,Argentina,delantero,18,1000,325000,58,64,56,59,60,372950.0
15358,R. Geeraerts,Belgium,delantero,17,1000,300000,49,67,40,56,61,303475.0
15361,V. Millico,Italy,delantero,18,3000,325000,55,56,41,65,61,416800.0
15364,J. Zurbriggen,Argentina,delantero,19,1000,325000,54,64,56,59,54,308150.0
15367,C. Petrila,Romania,delantero,18,1000,325000,58,48,60,60,52,323425.0
15370,R. Philippe,France,delantero,18,1000,325000,55,65,56,56,62,336000.0
15375,J. Daly,England,delantero,19,5000,325000,55,63,62,52,55,292550.0
15376,M. Valiente,Argentina,delantero,18,1000,325000,55,58,61,58,65,296550.0
15389,J. Barreto,Argentina,delantero,19,2000,325000,61,60,55,59,57,322525.0
15396,M. Rodríguez,Mexico,delantero,18,3000,325000,55,61,43,64,71,352625.0
15399,L. Cullen,Wales,delantero,20,4000,350000,52,63,48,64,70,374400.0
15404,F. Baptiste,England,delantero,19,1000,325000,54,61,51,58,65,296025.0
15407,W. Ali,Denmark,delantero,20,2000,350000,58,56,54,65,56,502550.0
15409,G. León,Mexico,delantero,19,2000,325000,59,69,55,55,53,323125.0
15412,D. Merola,Italy,delantero,19,5000,325000,61,58,55,57,64,257050.0
15413,K. Isa,Argentina,delantero,18,1000,325000,62,55,60,56,60,242475.0
15414,N. Ngoumou,France,delantero,19,3000,325000,58,59,47,59,65,320025.0
15419,E. Banda,Mexico,delantero,18,3000,325000,55,60,47,60,57,311675.0
15422,C. Kirk,England,delantero,21,2000,350000,52,55,52,59,40,283800.0
15425,G. Mazuela,Chile,delantero,20,2000,350000,59,60,59,57,58,367425.0
15427,C. Hall,England,delantero,21,1000,350000,57,61,53,54,58,294575.0
15429,G. Fasolo,Italy,delantero,20,1000,350000,59,58,62,63,52,355850.0
15431,R. Loft,England,delantero,21,2000,350000,58,60,46,58,62,317275.0
15434,G. Marcussen,Denmark,delantero,21,2000,350000,57,49,55,64,54,348025.0
15440,I. Diarra,France,delantero,21,4000,350000,53,56,50,61,66,334000.0
15441,M. Pedersen,Norway,delantero,19,1000,325000,49,48,50,62,51,284775.0
15456,A. Jaziri,Tunisia,delantero,19,3000,325000,57,62,45,63,60,408175.0
15459,A. Niangbo,Ivory Coast,delantero,19,2000,325000,51,64,55,57,60,386000.0
15465,P. Szysz,Poland,delantero,21,1000,300000,56,58,57,57,58,271525.0
15473,N. Zedán,Chile,delantero,19,1000,290000,54,57,55,64,48,331300.0
15475,D. Parkhouse,Northern Ireland,delantero,19,1000,290000,53,62,52,53,58,270425.0
15477,R. Andronic,Romania,delantero,19,1000,290000,60,61,54,62,59,343750.0
15483,M. Stevens,England,delantero,21,3000,280000,55,59,50,57,58,258600.0
15500,Y. Boussakou,Netherlands,delantero,19,1000,270000,50,59,45,61,68,257475.0
15501,I. Sadiq,Ghana,delantero,19,1000,270000,56,53,49,57,51,242200.0
15508,R. Gavîrliță,Romania,delantero,19,1000,270000,56,62,56,58,56,275100.0
15509,P. Hoppe,Germany,delantero,20,1000,280000,59,60,57,60,57,309225.0
15515,F. Quispel,Netherlands,delantero,18,1000,260000,55,63,58,56,57,278925.0
15516,N. Ntolla,France,delantero,20,1000,280000,55,68,57,53,57,279075.0
15517,Adrián Herrera,Spain,delantero,20,2000,280000,57,63,50,57,60,304400.0
15519,J. Stobbs,England,delantero,22,4000,270000,59,55,53,56,60,244100.0
15523,Jeong Seung Won,Korea Republic,delantero,22,1000,270000,60,57,59,59,53,273250.0
15529,Ha Seung Un,Korea Republic,delantero,21,1000,270000,55,63,52,52,64,274150.0
15535,M. Özvardar,Turkey,delantero,21,2000,270000,60,63,57,57,58,321075.0
15546,M. Soula,France,delantero,21,3000,270000,55,63,40,60,71,266150.0
15548,H. Cakmak,Turkey,delantero,20,1000,270000,58,60,51,55,58,260975.0
15551,T. Dallinga,Netherlands,delantero,18,1000,250000,58,65,57,56,62,325600.0
15567,Altamirano,Spain,delantero,22,3000,250000,61,59,55,61,62,327700.0
15572,Alfon,Spain,delantero,20,1000,260000,50,61,63,60,51,300950.0
15579,S. Guðjohnsen,Iceland,delantero,21,1000,260000,60,60,56,57,61,360725.0
15582,S. Patiño,United States,delantero,22,1000,250000,63,59,61,55,59,274425.0
15586,L. Armstrong,England,delantero,22,3000,240000,57,58,53,57,59,246925.0
15588,A. Wright,England,delantero,22,1000,240000,49,56,55,57,67,229650.0
15597,B. Mathis,France,delantero,21,1000,240000,56,61,53,53,61,259325.0
15598,Joo Hyun Ho,Korea Republic,delantero,23,1000,240000,64,50,45,60,59,318200.0
15601,M. Ebiye,Nigeria,delantero,22,1000,240000,52,54,45,58,62,219150.0
15605,A. Önal,Turkey,delantero,23,3000,240000,53,63,53,60,62,304975.0
15606,O. Nowak,Poland,delantero,21,1000,240000,57,60,57,59,57,266050.0
15608,L. Calderón,Argentina,delantero,21,2000,240000,54,62,59,58,57,269600.0
15614,E. Zubak,United States,delantero,21,1000,240000,59,60,58,56,61,298775.0
15628,A. Södlund,Norway,delantero,22,1000,230000,56,58,57,61,65,294250.0
15635,J. Kristoffersen,Norway,delantero,22,2000,230000,60,59,59,54,55,214650.0
15637,K. Velde,Norway,delantero,19,1000,230000,57,56,54,61,59,264675.0
15640,D. Martinović,Croatia,delantero,22,1000,230000,58,53,55,61,59,275200.0
15647,B. Rojas,Costa Rica,delantero,21,1000,230000,50,60,51,59,60,252375.0
15651,C. Euschen,Germany,delantero,21,2000,230000,53,56,54,62,52,288925.0
15652,D. Dugourd,Switzerland,delantero,23,1000,230000,54,63,51,52,59,227700.0
15663,A. Di Grazia,Italy,delantero,23,1000,220000,57,59,50,63,58,289475.0
15667,Gui Hong,China PR,delantero,24,2000,220000,62,56,49,51,56,205600.0
15677,A. de Jong,New Zealand,delantero,22,0,0,63,62,55,59,51,123275.0
15683,M. Mohammed,Saudi Arabia,delantero,23,3000,220000,53,60,54,55,56,216325.0
15684,A. Ouhafsa,France,delantero,21,1000,220000,57,68,49,59,54,392525.0
15686,S. Al Abbas,Saudi Arabia,delantero,24,5000,220000,57,62,55,61,57,277525.0
15688,J. Bojang,Gambia,delantero,24,1000,210000,56,54,50,64,67,289350.0
15689,B. Goodship,England,delantero,24,2000,220000,57,58,54,57,56,205275.0
15690,M. Jay,England,delantero,23,2000,220000,59,59,50,59,58,247900.0
15704,N. Jackson,United States,delantero,23,1000,220000,52,59,51,53,59,209750.0
15709,A. Perez,United States,delantero,23,1000,210000,55,57,56,60,60,350750.0
15714,M. Mawa,Norway,delantero,22,1000,220000,52,62,56,57,55,233475.0
15715,T. Chunchukov,Bulgaria,delantero,24,0,0,58,66,48,57,52,381525.0
15717,H. Hope,England,delantero,25,2000,210000,64,62,58,54,62,383500.0
15739,V. Yuel,Australia,delantero,24,1000,210000,53,54,51,54,61,200925.0
15748,D. Carr,England,delantero,25,1000,200000,57,58,48,65,54,364725.0
15749,A. Ceesay,Gambia,delantero,25,3000,200000,54,55,55,51,61,185100.0
15755,S. Kaya,Turkey,delantero,23,4000,210000,50,68,58,56,56,260875.0
15756,A. Nadesan,England,delantero,24,2000,210000,60,58,60,58,55,225850.0
15761,Y. Omar,Niger,delantero,25,2000,200000,53,55,49,61,60,231900.0
15767,L. Forte,Italy,delantero,24,1000,200000,52,58,54,60,50,248275.0
15774,M. Eid,Palestine,delantero,26,1000,200000,57,59,53,56,60,228425.0
15776,E. Østensen,Norway,delantero,26,1000,200000,54,61,51,50,65,211750.0
15780,Park Yong Ji,Korea Republic,delantero,26,1000,190000,55,54,50,57,52,198400.0
15794,G. Shaw,Republic of Ireland,delantero,27,1000,180000,58,58,47,54,57,182750.0
15795,V. Oliver,England,delantero,27,4000,180000,60,58,54,53,62,249350.0
15799,J. Ingham,New Zealand,delantero,25,1000,180000,57,59,45,58,59,198625.0
15805,K. Athiu,South Sudan,delantero,26,2000,190000,59,59,45,58,60,204475.0
15806,P. O'Vich,England,delantero,27,1000,180000,58,58,55,60,62,263100.0
15810,J. Ibehre,England,delantero,36,2000,60000,58,54,59,57,56,121450.0
15814,C. Beardsley,England,delantero,35,2000,70000,60,59,63,54,54,128225.0
15816,I. Miller,England,delantero,32,2000,120000,59,56,55,56,65,159525.0
15817,E. Zeneli,Finland,delantero,32,1000,120000,56,55,41,62,59,265475.0
15844,Sun Bo,China PR,delantero,28,2000,160000,51,47,44,57,54,154300.0
15852,A. Albers,Denmark,delantero,29,3000,160000,59,64,49,51,53,198550.0
