,short_name,nationality,club,age,wage_eur,value_eur,gk_diving,gk_handling,gk_kicking,gk_reflexes,gk_speed,gk_positioning,value_pred
15482,T. Wiesner,Germany,Fortuna Düsseldorf,22,3000,220000,62.0,59.0,57.0,60.0,35.0,57.0,223750.0
15495,B. Scott,United States,1. FC Köln,20,2000,230000,64.0,59.0,60.0,59.0,31.0,59.0,229450.0
15498,R. Koot,Netherlands,Fortuna Sittard,19,1000,220000,61.0,58.0,61.0,58.0,24.0,58.0,221750.0
15499,T. Weiner,Germany,Holstein Kiel,20,1000,230000,60.0,57.0,60.0,63.0,51.0,56.0,230700.0
15503,T. Lawal,Austria,LASK Linz,19,1000,220000,63.0,56.0,58.0,61.0,29.0,58.0,223400.0
15506,E. González,Argentina,Estudiantes de La Plata,21,1000,230000,58.0,59.0,52.0,61.0,21.0,59.0,228300.0
15524,M. Uusitalo,Finland,HJK Helsinki,22,1000,210000,64.0,56.0,58.0,62.0,32.0,54.0,214700.0
15530,A. Nurudeen,Ghana,KAS Eupen,20,1000,220000,65.0,57.0,58.0,63.0,24.0,53.0,218600.0
15533,B. Verbong,Netherlands,VVV-Venlo,19,1000,210000,62.0,60.0,61.0,59.0,26.0,54.0,206550.0
15534,J. Hoekstra,Netherlands,FC Groningen,20,1000,220000,59.0,58.0,56.0,61.0,23.0,59.0,219600.0
15559,O. Evans,Wales,Macclesfield Town,22,1000,200000,62.0,60.0,58.0,59.0,40.0,58.0,195100.0
15563,S. Mbaye,Senegal,Kristiansund BK,23,1000,200000,61.0,58.0,66.0,61.0,27.0,57.0,211750.0
15585,Lucas Díaz,Switzerland,Racing Santander,23,1000,200000,58.0,63.0,54.0,55.0,30.0,62.0,181600.0
15594,J. Bolado,Argentina,Godoy Cruz,21,1000,190000,66.0,55.0,55.0,64.0,26.0,55.0,187150.0
15600,C. Libertiaux,Belgium,Royal Excel Mouscron,21,1000,190000,61.0,57.0,60.0,62.0,26.0,58.0,223100.0
15612,M. Freese,United States,Philadelphia Union,20,1000,190000,63.0,59.0,56.0,62.0,29.0,59.0,196850.0
15619,J. Rojas,Bolivia,Bolivia,23,0,0,61.0,55.0,58.0,63.0,26.0,58.0,274600.0
15623,S. Perilli,Italy,Pisa,24,1000,180000,59.0,59.0,56.0,59.0,45.0,58.0,210900.0
15632,Z. de la Paz,Curacao,Oldham Athletic,24,1000,180000,62.0,50.0,60.0,65.0,49.0,58.0,168250.0
15633,M. Šarkić,Montenegro,Livingston FC,21,1000,180000,59.0,57.0,58.0,58.0,36.0,59.0,177600.0
15639,A. Sosa,Argentina,Unión de Santa Fe,23,2000,180000,61.0,57.0,58.0,63.0,44.0,57.0,231900.0
15648,A. Ureche,Romania,Academica Clinceni,20,1000,180000,58.0,59.0,57.0,62.0,29.0,60.0,229150.0
15656,R. Stewart,Scotland,Livingston FC,24,1000,170000,59.0,60.0,59.0,58.0,44.0,58.0,172950.0
15668,P. Gartler,Austria,SK Rapid Wien,22,2000,170000,55.0,61.0,60.0,61.0,30.0,61.0,186050.0
15671,J. Pantemis,Canada,Montreal Impact,22,1000,170000,61.0,56.0,59.0,59.0,35.0,58.0,166400.0
15676,M. Pattier,France,FC Lorient,23,1000,170000,60.0,57.0,61.0,59.0,29.0,58.0,165250.0
15679,P. Patron,France,Le Mans FC,21,1000,170000,59.0,60.0,55.0,57.0,22.0,62.0,167800.0
15691,E. Salles,France,Grenoble Foot 38,25,1000,160000,61.0,56.0,56.0,62.0,26.0,55.0,161300.0
15692,F. Sollacaro,France,AC Ajaccio,25,1000,160000,62.0,54.0,57.0,66.0,44.0,53.0,167200.0
15694,A. Al Ruhaili,Saudi Arabia,Al Raed,24,2000,160000,62.0,60.0,52.0,56.0,43.0,57.0,155050.0
15696,M. Hudson,England,Preston North End,20,2000,160000,58.0,59.0,53.0,58.0,45.0,60.0,164450.0
15699,A. Quintana,Colombia,Atlético Nacional,24,1000,160000,57.0,57.0,55.0,62.0,23.0,59.0,159450.0
15705,M. Kamenz,Germany,FSV Zwickau,20,1000,160000,64.0,59.0,59.0,58.0,33.0,56.0,112700.0
15718,D. Blazevic,Sweden,Hammarby IF,26,1000,150000,59.0,57.0,55.0,58.0,26.0,60.0,155100.0
15723,M. Crocombe,New Zealand,Brisbane Roar,25,1000,150000,59.0,57.0,56.0,60.0,48.0,57.0,150850.0
15725,D. Richards,Wales,Crewe Alexandra,25,2000,150000,60.0,55.0,56.0,61.0,35.0,57.0,122250.0
15729,J. Brattberg,Sweden,Falkenbergs FF,22,1000,160000,60.0,58.0,59.0,59.0,34.0,61.0,160150.0
15730,Han Rongze,China PR,Shandong Luneng TaiShan FC,26,2000,150000,55.0,57.0,56.0,57.0,36.0,63.0,65550.0
15737,B. McDriscoll,England,Bury,26,1000,150000,56.0,57.0,58.0,60.0,18.0,57.0,142900.0
15744,A. McCarey,Republic of Ireland,Dundalk,27,1000,140000,60.0,56.0,59.0,61.0,35.0,57.0,168600.0
15745,Kwon Tae Ahn,Korea Republic,Sangju Sangmu FC,27,1000,140000,59.0,57.0,60.0,59.0,56.0,60.0,173850.0
15750,J. Rasheed,Norway,BK Häcken,27,1000,140000,61.0,56.0,58.0,60.0,31.0,57.0,149500.0
15781,Du Jia,China PR,Tianjin TEDA FC,26,2000,140000,59.0,50.0,52.0,60.0,51.0,58.0,142100.0
15786,K. Szymański,Poland,Lech Poznań,26,1000,140000,61.0,59.0,60.0,58.0,26.0,56.0,145900.0
15788,A. Cobrea,Romania,Politehnica Iaşi,28,1000,140000,61.0,60.0,57.0,60.0,16.0,59.0,143400.0
15789,I. Levchenko,Ukraine,AFC Eskilstuna,28,1000,140000,62.0,59.0,61.0,60.0,25.0,61.0,145750.0
15790,M. Halstead,England,Morecambe,28,1000,130000,61.0,59.0,63.0,57.0,49.0,56.0,126150.0
15791,M. Ivanov,Bulgaria,AFC Eskilstuna,29,1000,130000,61.0,62.0,65.0,59.0,60.0,60.0,139050.0
15803,D. Al Saeed,Saudi Arabia,Al Hazem,28,2000,130000,60.0,56.0,57.0,61.0,45.0,58.0,131050.0
15807,K. Heemskerk,Netherlands,RKC Waalwijk,28,1000,130000,59.0,55.0,57.0,61.0,21.0,60.0,200700.0
15809,V. Boral,India,India,29,0,0,56.0,60.0,54.0,60.0,42.0,61.0,242150.0
15811,S. Russell,England,Grimsby Town,36,1000,30000,56.0,60.0,58.0,58.0,36.0,60.0,175300.0
15812,M. Gurski,Germany,SpVgg Unterhaching,40,1000,20000,53.0,63.0,38.0,57.0,26.0,62.0,30000.0
15813,P. Cherrie,Scotland,Derry City,35,1000,40000,57.0,57.0,59.0,56.0,22.0,58.0,47750.0
15818,G. Ruíz,Mexico,Querétaro,33,1000,80000,61.0,58.0,60.0,58.0,45.0,57.0,79650.0
15834,M. Kozioł,Poland,Korona Kielce,31,1000,100000,61.0,57.0,56.0,61.0,32.0,57.0,109800.0
15839,M. Al Wakid,Saudi Arabia,Al Hilal,27,4000,110000,59.0,59.0,55.0,56.0,42.0,57.0,138350.0
15854,Y. Nishibe,Japan,Shimizu S-Pulse,38,1000,20000,54.0,60.0,61.0,57.0,23.0,67.0,100050.0
15872,L. Chevalier,France,LOSC Lille,17,1000,230000,58.0,56.0,57.0,59.0,24.0,56.0,212950.0
15879,J. Blazquez,Argentina,Valencia CF,19,2000,230000,62.0,58.0,61.0,57.0,23.0,62.0,224100.0
15881,T. Vettorel,Italy,Cittadella,18,1000,220000,55.0,61.0,53.0,62.0,30.0,52.0,213800.0
15883,L. Ingolotti,Argentina,Club Atlético Aldosivi,19,1000,230000,61.0,54.0,55.0,62.0,30.0,57.0,222700.0
15885,L. Ntumba,France,Dijon FCO,18,1000,220000,58.0,55.0,56.0,62.0,24.0,55.0,214200.0
15893,L. Kasten,Germany,VfL Wolfsburg,18,1000,220000,63.0,57.0,59.0,65.0,41.0,46.0,207750.0
15915,C. Higuera,Mexico,Club Tijuana,18,1000,220000,53.0,58.0,49.0,59.0,30.0,60.0,215050.0
15919,T. Herbots,Belgium,Sint-Truidense VV,18,1000,220000,61.0,56.0,56.0,58.0,24.0,59.0,169700.0
15920,Darío Ramos,Spain,Getafe CF,19,1000,230000,57.0,60.0,63.0,58.0,30.0,56.0,224000.0
15923,J. Serrano,Colombia,Alianza Petrolera,20,1000,240000,61.0,59.0,53.0,56.0,28.0,57.0,228250.0
15930,M. Cooper,England,Plymouth Argyle,19,1000,230000,60.0,55.0,57.0,63.0,29.0,52.0,223950.0
15952,F. Adorni,Italy,Parma,19,2000,230000,59.0,59.0,50.0,58.0,24.0,53.0,221100.0
15985,J. Krahl,Germany,1. FC Köln,19,1000,230000,61.0,51.0,57.0,70.0,32.0,47.0,211300.0
15995,�. Târnovanu,Romania,Politehnica Iaşi,19,1000,230000,58.0,57.0,59.0,61.0,32.0,55.0,226700.0
16001,A. Bass,England,Portsmouth,21,1000,200000,58.0,54.0,53.0,58.0,55.0,55.0,193100.0
16013,M. Salaba,Austria,SV Mattersburg,19,1000,200000,62.0,55.0,56.0,63.0,24.0,59.0,210400.0
16029,D. Mitov,Bulgaria,Cambridge United,22,1000,180000,64.0,54.0,56.0,60.0,60.0,53.0,173700.0
16041,L. Schaffran,Germany,SpVgg Greuther Fürth,20,1000,180000,62.0,61.0,59.0,55.0,28.0,54.0,176600.0
16042,B. Gabriël,Belgium,Waasland-Beveren,20,1000,180000,63.0,54.0,57.0,64.0,31.0,49.0,165100.0
16047,N. Thiede,Germany,SC Freiburg,20,2000,180000,61.0,55.0,57.0,60.0,43.0,53.0,176250.0
16056,B. Ozegovic,Austria,SCR Altach,19,1000,170000,61.0,56.0,54.0,60.0,31.0,54.0,161400.0
16057,Moon Jung In,Korea Republic,Ulsan Hyundai FC,21,1000,180000,55.0,56.0,60.0,61.0,25.0,57.0,173050.0
16059,E. McGinty,Republic of Ireland,Sligo Rovers,19,1000,170000,58.0,58.0,54.0,58.0,50.0,57.0,164800.0
16084,L. Ward,England,Exeter City,22,1000,160000,59.0,57.0,56.0,58.0,45.0,57.0,157150.0
16088,I. Chicco,Argentina,Club Atlético Colón,23,1000,160000,60.0,61.0,54.0,55.0,32.0,58.0,157450.0
16089,E. Ross,England,Colchester United,22,2000,160000,60.0,59.0,62.0,60.0,33.0,56.0,199050.0
16102,K. Le Roy,France,FC Chambly Oise,21,1000,160000,58.0,58.0,59.0,59.0,32.0,59.0,172450.0
16106,G. Kyrnats,Russia,PFC CSKA Moscow,21,1000,160000,55.0,58.0,50.0,57.0,41.0,58.0,155700.0
16113,Bruno Bertinato,Brazil,Venezia FC,21,1000,160000,59.0,58.0,56.0,59.0,19.0,50.0,151750.0
16128,J. Ruddy,Scotland,Ross County FC,22,1000,150000,57.0,56.0,54.0,57.0,42.0,58.0,143350.0
16129,J. Jiménez,Colombia,Envigado FC,23,1000,150000,61.0,57.0,56.0,55.0,41.0,56.0,147550.0
16135,L. Thomas,Wales,Forest Green Rovers,21,2000,150000,59.0,57.0,56.0,58.0,57.0,57.0,155350.0
16136,N. Tzanev,New Zealand,AFC Wimbledon,22,1000,150000,60.0,55.0,54.0,59.0,48.0,56.0,144000.0
16144,M. Sprang,Germany,FSV Zwickau,18,1000,140000,58.0,61.0,57.0,54.0,17.0,53.0,133500.0
16153,E. Pauchet,France,Chamois Niortais Football Club,22,1000,150000,60.0,58.0,62.0,60.0,36.0,59.0,161700.0
16171,D. Borra,Italy,Virtus Entella,23,1000,140000,59.0,55.0,50.0,62.0,45.0,56.0,146050.0
16173,A. Pearce,Australia,Central Coast Mariners,22,1000,140000,60.0,63.0,60.0,58.0,38.0,50.0,125500.0
16174,M. Awaji,Saudi Arabia,Al Shabab,24,3000,140000,59.0,63.0,52.0,54.0,41.0,57.0,135900.0
16182,N. Insfrán,Argentina,Gimnasia y Esgrima La Plata,24,2000,140000,55.0,56.0,62.0,56.0,26.0,61.0,88200.0
16183,M. Ranmark,Norway,Molde FK,23,1000,140000,62.0,58.0,56.0,60.0,30.0,55.0,138300.0
16184,A. Weidinger,Germany, SSV Jahn Regensburg,22,1000,140000,58.0,57.0,60.0,54.0,23.0,60.0,138050.0
16205,M. Soldo,Austria,Wolfsberger AC,22,1000,140000,54.0,60.0,56.0,58.0,43.0,55.0,126550.0
16206,S. Moore,England,Milton Keynes Dons,24,1000,140000,61.0,56.0,57.0,59.0,51.0,54.0,139450.0
16213,F. Pizzicanella,Argentina,Atlético Tucumán,23,1000,140000,57.0,58.0,61.0,56.0,34.0,53.0,125750.0
16215,J. Albrecht,Germany,SV Wehen Wiesbaden,21,1000,140000,58.0,58.0,59.0,57.0,26.0,55.0,138750.0
16216,M. Lenes,Norway,Ranheim Fotball,23,1000,140000,59.0,58.0,58.0,59.0,34.0,58.0,139100.0
16218,E. Dick,United States,Sporting Kansas City,24,1000,140000,55.0,60.0,58.0,55.0,35.0,58.0,136300.0
16219,D. Sváček,Czech Republic,Viktoria Plzeň,22,1000,140000,52.0,57.0,59.0,67.0,26.0,54.0,157600.0
16225,M. Al Moqahwi,Saudi Arabia,Al Adalah,23,2000,140000,58.0,57.0,53.0,59.0,39.0,55.0,137950.0
16231,D. Barnes,England,Queens Park Rangers,23,1000,130000,61.0,56.0,54.0,61.0,58.0,55.0,131550.0
16233,G. Smith,England,Lincoln City,25,2000,130000,61.0,54.0,66.0,57.0,34.0,55.0,127300.0
16234,M. Sætra,Norway,Strømsgodset IF,22,1000,130000,60.0,56.0,52.0,61.0,46.0,57.0,132500.0
16235,J. McDonnell,England,AFC Wimbledon,25,1000,130000,58.0,56.0,54.0,62.0,28.0,58.0,132500.0
16237,J. Maddison,England,Port Vale,24,1000,130000,60.0,57.0,54.0,59.0,44.0,54.0,128900.0
16238,M. Jawhar,Saudi Arabia,Abha Club,24,2000,130000,57.0,60.0,56.0,57.0,43.0,58.0,159050.0
16243,C. Mosquera,Colombia,Deportivo Pasto,24,1000,130000,52.0,62.0,59.0,61.0,23.0,54.0,133150.0
16262,A. Torres,Mexico,Guadalajara,23,3000,130000,62.0,57.0,53.0,58.0,57.0,50.0,130750.0
16269,Jero Lario,Spain,UD Almería,24,1000,130000,52.0,59.0,61.0,64.0,22.0,58.0,139000.0
16272,M. Netolitzky,Germany,Bayern München II,25,1000,120000,59.0,56.0,55.0,63.0,40.0,53.0,125000.0
16273,C. Mafoumbi,Congo,Blackpool,25,1000,120000,60.0,52.0,58.0,64.0,44.0,52.0,170950.0
16275,S. Hornby,England,Bradford City,24,2000,120000,60.0,58.0,61.0,60.0,46.0,57.0,124550.0
16277,K. Ishikawa,Japan,Sagan Tosu,26,1000,120000,59.0,60.0,55.0,59.0,22.0,51.0,160350.0
16282,G. Pozos,Mexico,Club León,26,3000,120000,62.0,58.0,59.0,59.0,39.0,58.0,125750.0
16295,M. Staniszewski,Poland,Arka Gdynia,22,1000,120000,58.0,59.0,55.0,61.0,22.0,55.0,137900.0
16301,V. Noring,Sweden,Kalmar FF,28,1000,110000,58.0,59.0,53.0,58.0,32.0,56.0,116200.0
16303,P. Nagarajan,India,India,29,0,0,59.0,61.0,51.0,56.0,50.0,57.0,7100.0
16311,R. Salcedo,Mexico,Atlético de San Luis,27,2000,100000,63.0,60.0,59.0,62.0,20.0,54.0,227750.0
16315,S. Farelli,Italy,Pescara,36,1000,20000,63.0,57.0,56.0,58.0,41.0,55.0,23150.0
16317,B. Murphy,Republic of Ireland,St. Patrick's Athletic,34,1000,60000,59.0,58.0,60.0,58.0,35.0,56.0,68500.0
16322,Zhang Chong,China PR,Dalian YiFang FC,31,2000,80000,58.0,56.0,65.0,54.0,54.0,57.0,81100.0
16323,Han Feng,China PR,Guangzhou R&F FC,35,1000,30000,59.0,55.0,58.0,57.0,51.0,55.0,29150.0
16324,Geng Xiaofeng,China PR,Hebei China Fortune FC,31,2000,80000,59.0,62.0,56.0,52.0,43.0,58.0,81400.0
16333,L. Italiano,Australia,Newcastle Jets,28,1000,90000,61.0,55.0,58.0,59.0,32.0,56.0,141100.0
16335,Dong Chunyu,China PR,Wuhan Zall,28,2000,90000,59.0,55.0,60.0,57.0,36.0,59.0,90900.0
16344,B. Trowley,England,Bury,33,1000,70000,56.0,56.0,56.0,58.0,27.0,57.0,75450.0
16356,H. Ivanov,Bulgaria,Bulgaria,37,0,0,59.0,58.0,56.0,62.0,29.0,59.0,206950.0
16361,R. Schofield,England,Huddersfield Town,19,2000,190000,60.0,58.0,51.0,56.0,31.0,53.0,187600.0
16369,L. Ashby-Hammond,England,Fulham,18,1000,180000,58.0,58.0,56.0,60.0,25.0,53.0,171950.0
16395,M. Prinz,Germany,SC Preußen Münster,19,1000,190000,56.0,53.0,60.0,60.0,25.0,55.0,181750.0
16397,G. Dietsch,France,FC Metz,18,1000,180000,62.0,58.0,56.0,58.0,18.0,53.0,132600.0
16405,J. Truque,Colombia,Once Caldas,20,1000,190000,55.0,61.0,63.0,63.0,34.0,57.0,192850.0
16422,R. Bouallak,France,ESTAC Troyes,19,1000,190000,55.0,54.0,53.0,58.0,21.0,59.0,177550.0
16432,W. Jääskeläinen,Finland,Crewe Alexandra,20,1000,190000,59.0,56.0,54.0,58.0,37.0,54.0,186950.0
16433,J. Castanheira,Switzerland,Servette FC,21,1000,190000,64.0,53.0,57.0,59.0,24.0,53.0,115650.0
16436,J. Delianov,Australia,Western United FC,19,1000,190000,56.0,58.0,59.0,58.0,26.0,57.0,185500.0
16451,O. Djoco,France,Clermont Foot 63,21,1000,190000,60.0,58.0,53.0,59.0,26.0,54.0,184650.0
16461,M. Johnstone,England,St. Johnstone FC,20,1000,160000,61.0,60.0,52.0,52.0,31.0,58.0,163950.0
16471,J. Brauti,Norway,Stabæk Fotball,20,1000,160000,60.0,59.0,52.0,59.0,29.0,57.0,181200.0
16476,A. Cristea,Romania,Gaz Metan Mediaş,19,1000,160000,60.0,56.0,59.0,58.0,22.0,53.0,154650.0
16480,N. Araya,Chile,CD Antofagasta,20,1000,150000,57.0,53.0,55.0,59.0,41.0,54.0,146200.0
16482,A. Long,France,FC Sochaux-Montbéliard,22,1000,150000,61.0,62.0,53.0,56.0,20.0,53.0,150050.0
16486,S. Enzler,Switzerland,FC Luzern,21,1000,150000,57.0,57.0,59.0,61.0,20.0,48.0,143200.0
16493,K. Kristensen,Denmark,Aarhus GF,19,1000,140000,60.0,53.0,60.0,57.0,29.0,57.0,136750.0
16495,A. Attiah,Saudi Arabia,Al Wehda,22,2000,150000,61.0,56.0,51.0,64.0,31.0,52.0,151700.0
16500,L. Barraza,United States,New York City FC,22,1000,150000,54.0,60.0,59.0,56.0,20.0,53.0,146400.0
16501,E. Selvik,Norway,Odds BK,21,1000,150000,57.0,57.0,58.0,59.0,18.0,55.0,138900.0
16507,Y. Schoonderwaldt,Netherlands,ADO Den Haag,19,1000,140000,58.0,58.0,51.0,56.0,22.0,57.0,135800.0
16510,H. Isted,England,Luton Town,22,2000,140000,61.0,55.0,56.0,60.0,36.0,53.0,140900.0
16515,O. Patiño,Colombia,Rionegro Águilas,22,1000,140000,61.0,52.0,55.0,56.0,17.0,54.0,117250.0
16517,M. Fabrie,Netherlands,Sparta Rotterdam,21,1000,140000,54.0,55.0,63.0,60.0,21.0,59.0,137200.0
16521,Lee Jae Hyeong,Korea Republic,Jeonbuk Hyundai Motors,21,1000,140000,56.0,56.0,55.0,57.0,27.0,56.0,135300.0
16525,J. De Smet,Belgium,KV Kortrijk,20,1000,140000,62.0,56.0,53.0,56.0,16.0,57.0,142700.0
16537,J. Orobio,Colombia,Atlético Bucaramanga,22,1000,130000,60.0,53.0,57.0,59.0,16.0,53.0,147650.0
16538,N. Klinger,Germany,VfL Wolfsburg,23,4000,130000,55.0,57.0,61.0,59.0,33.0,55.0,131300.0
16543,L. Bilboe,England,Rotherham United,21,1000,130000,60.0,57.0,60.0,55.0,36.0,57.0,131550.0
16545,J. Vom Steeg,United States,LA Galaxy,22,1000,130000,59.0,60.0,54.0,57.0,28.0,52.0,151750.0
16550,C. Yates,Scotland,Wycombe Wanderers,20,1000,130000,58.0,57.0,56.0,59.0,45.0,56.0,131450.0
16554,A. Stone,England,Mansfield Town,19,1000,130000,60.0,55.0,58.0,55.0,35.0,53.0,93700.0
16556,C. Giuliani,Austria,SK Sturm Graz,20,2000,130000,62.0,61.0,59.0,59.0,18.0,53.0,132050.0
16569,J. Mroß,Germany,Chemnitzer FC,22,1000,130000,58.0,54.0,57.0,61.0,23.0,54.0,135950.0
16583,H. Gostomski,Poland,Jagiellonia Białystok,21,1000,130000,54.0,56.0,50.0,61.0,21.0,59.0,132950.0
16586,L. Brüggemeier,Germany,SC Paderborn 07,21,2000,130000,60.0,55.0,58.0,58.0,43.0,55.0,128350.0
16587,Choi Young Eun,Korea Republic,Daegu FC,23,1000,120000,58.0,58.0,45.0,62.0,18.0,52.0,112900.0
16588,M. Al Haeti,Saudi Arabia,Ettifaq FC,23,3000,120000,57.0,57.0,55.0,59.0,38.0,54.0,122400.0
16596,F. Niemann,Germany,FC Carl Zeiss Jena,22,1000,120000,61.0,58.0,53.0,60.0,46.0,51.0,120050.0
16597,I. Brînză,Moldova,FC Botoşani,20,1000,130000,60.0,55.0,54.0,59.0,37.0,57.0,131200.0
16600,E. Ira Tape,Ivory Coast,Côte d'Ivoire,21,0,0,65.0,52.0,48.0,64.0,24.0,49.0,161950.0
16603,A. Hansen,Denmark,Aalborg BK,23,2000,120000,62.0,53.0,58.0,57.0,48.0,54.0,121000.0
16605,M. Albertoni,Italy,Genoa,23,2000,120000,58.0,56.0,54.0,59.0,42.0,51.0,120350.0
16613,S. Pabón,Colombia,Junior FC,23,1000,120000,59.0,55.0,56.0,60.0,25.0,52.0,118250.0
16621,D. Tapia,Chile,Curicó Unido,24,1000,110000,56.0,59.0,54.0,56.0,46.0,57.0,124900.0
16630,G. Volpe,Italy,US Cremonese,23,1000,110000,57.0,61.0,54.0,58.0,16.0,53.0,115800.0
16641,N. Haikin,Russia,FK Bodø/Glimt,23,1000,110000,64.0,51.0,60.0,61.0,42.0,52.0,109050.0
16646,M. Lansing,United States,AC Horsens,25,1000,110000,56.0,54.0,62.0,56.0,50.0,55.0,102500.0
16651,T. Secchi,France,Rodez Aveyron Football,22,1000,110000,60.0,54.0,55.0,61.0,31.0,53.0,113350.0
16655,M. Grim,Netherlands,RKC Waalwijk,22,1000,110000,58.0,59.0,53.0,55.0,17.0,58.0,115850.0
16658,R. Pasquel,Mexico,Deportivo Toluca,23,2000,100000,56.0,53.0,57.0,62.0,21.0,58.0,161600.0
16659,W. Popp,Japan,Oita Trinita,24,1000,100000,56.0,53.0,64.0,56.0,23.0,60.0,96450.0
16663,M. Karlsson,Sweden,Örebro SK,23,1000,100000,58.0,54.0,58.0,59.0,29.0,54.0,132450.0
16683,I. Popescu,Romania,Chindia Târgovişte,25,1000,100000,59.0,62.0,58.0,54.0,19.0,56.0,101850.0
16688,M. Al Haidari,Saudi Arabia,Al Shabab,23,3000,90000,55.0,58.0,55.0,55.0,31.0,58.0,89700.0
16691,K. Tanaka,Japan,Matsumoto Yamaga,29,1000,80000,64.0,52.0,50.0,62.0,31.0,55.0,97950.0
16693,K. Stamatopoulos,Canada,AIK,39,1000,10000,57.0,52.0,54.0,56.0,33.0,57.0,18900.0
16695,R. Gilmartin,Republic of Ireland,Bristol City,32,5000,60000,63.0,56.0,56.0,57.0,53.0,56.0,52050.0
16698,A. Nadj,Sweden,BK Häcken,32,1000,60000,54.0,57.0,52.0,58.0,33.0,59.0,62200.0
16700,D. Budzyński,Poland,LKS Lodz,27,1000,70000,58.0,54.0,52.0,64.0,48.0,51.0,65400.0
16703,Sun Le,China PR,Shanghai SIPG FC,29,2000,70000,58.0,55.0,54.0,58.0,43.0,53.0,72200.0
16705,Wang Guoming,China PR,Henan Jianye FC,29,2000,70000,58.0,55.0,56.0,59.0,49.0,58.0,77350.0
16706,G. Poluzzi,Italy,SPAL,31,2000,70000,55.0,58.0,47.0,66.0,22.0,52.0,70150.0
16716,M. Zoulan,Saudi Arabia,Damac FC,28,3000,80000,56.0,57.0,51.0,58.0,44.0,56.0,127700.0
16727,D. Ramaj,Germany,1. FC Heidenheim 1846,17,1000,150000,61.0,54.0,52.0,61.0,24.0,53.0,145000.0
16731,L. Ruggiero,Italy,Perugia,18,1000,160000,56.0,59.0,54.0,55.0,23.0,58.0,159150.0
16733,J. Bursik,England,Accrington Stanley,18,1000,160000,55.0,58.0,54.0,56.0,40.0,52.0,94150.0
16744,Y. Fofana,France,Le Havre AC,18,1000,160000,59.0,55.0,54.0,57.0,42.0,58.0,159350.0
16751,P. Gunnarsson,Iceland,Brentford,18,1000,160000,57.0,52.0,62.0,63.0,23.0,55.0,161100.0
16753,W. Bedfian,France,La Berrichonne de Châteauroux,17,1000,150000,57.0,58.0,53.0,58.0,30.0,52.0,131550.0
16762,A. Alonzo,Mexico,Club Necaxa,19,1000,160000,56.0,51.0,58.0,61.0,33.0,53.0,153300.0
16813,O. Snorre,Denmark,Lyngby BK,20,1000,170000,57.0,54.0,53.0,56.0,30.0,56.0,164750.0
16818,Y. Oki,Japan,Kashima Antlers,19,1000,160000,57.0,50.0,59.0,61.0,37.0,50.0,114000.0
16836,I. Ünal,Turkey,Alanyaspor,21,1000,140000,54.0,56.0,58.0,58.0,27.0,56.0,134100.0
16847,B. Essele,Cameroon,Amiens SC,19,1000,140000,55.0,53.0,58.0,63.0,26.0,54.0,134650.0
16850,L. Jones,England,Doncaster Rovers,20,1000,130000,53.0,55.0,57.0,57.0,40.0,56.0,77850.0
16871,C. Kearns,Republic of Ireland,UCD AFC,21,1000,130000,57.0,53.0,59.0,58.0,31.0,52.0,128450.0
16879,P. Bachmeier,Germany,KFC Uerdingen 05,20,1000,130000,61.0,59.0,55.0,55.0,41.0,51.0,129900.0
16884,C. van den Berg,Netherlands,Willem II,18,1000,120000,56.0,58.0,54.0,56.0,23.0,57.0,142450.0
16890,T. Ryan,Republic of Ireland,Cork City,22,1000,120000,57.0,55.0,54.0,58.0,46.0,55.0,123350.0
16891,T. Heward-Belle,Australia,Sydney FC,22,1000,120000,60.0,60.0,52.0,57.0,30.0,53.0,129200.0
16894,L. Dias,France,Nîmes Olympique,20,2000,130000,59.0,55.0,54.0,57.0,18.0,51.0,129200.0
16895,M. Miño,Argentina,Rosario Central,21,1000,130000,61.0,56.0,49.0,58.0,17.0,46.0,129450.0
16910,H. Al Watyan,Saudi Arabia,Al Fateh,22,3000,110000,55.0,58.0,49.0,58.0,48.0,52.0,123850.0
16912,A. Fisher,England,Blackburn Rovers,21,2000,120000,58.0,53.0,52.0,60.0,33.0,54.0,144050.0
16920,T. Rönning,Sweden,IF Elfsborg,20,1000,120000,56.0,57.0,55.0,59.0,18.0,58.0,123250.0
16922,C. Ariza,Colombia,Deportivo Cali,23,1000,110000,59.0,52.0,48.0,57.0,27.0,55.0,102150.0
16927,M. Ospino,Colombia,Unión Magdalena,23,1000,110000,58.0,56.0,53.0,55.0,23.0,54.0,114250.0
16932,L. Quintero,Colombia,América de Cali,21,1000,120000,56.0,58.0,58.0,55.0,22.0,53.0,122750.0
16941,A. Palmer,England,Plymouth Argyle,22,2000,110000,63.0,51.0,60.0,60.0,32.0,50.0,112550.0
16956,T. Vermot,France,AS Saint-Étienne,22,3000,110000,62.0,51.0,61.0,62.0,19.0,54.0,125350.0
16961,Bao Yaxiong,China PR,Hebei China Fortune FC,22,1000,110000,59.0,52.0,55.0,56.0,21.0,51.0,106450.0
16963,T. Ahumada,Chile,Audax Italiano,18,1000,100000,59.0,48.0,57.0,62.0,31.0,61.0,167800.0
16967,D. Marzino,Switzerland,BSC Young Boys,22,2000,100000,62.0,50.0,51.0,60.0,46.0,49.0,99650.0
16971,J. Dakir,Denmark,Randers FC,22,1000,100000,57.0,55.0,52.0,56.0,18.0,53.0,112950.0
